sys_sch,systemid,systemname,schoolid,schoolname,amount_19,Federal_Amt_19,State_Local_Amt_19,excluded_19,dist_enroll_19,weight_19,centralcost_19,central_fed_amt_19,central_state_amt_19,Charter_Dist_Allocation_19,Charter_Fed_Dist_Allocation_19,Charter_State_Dist_Allocation_19,total_weighted_cc_19,total_weighted_cc_fed_19,total_weighted_cc_state_19,school_with_cc_19,school_with_cc_fed_19,school_with_cc_state_19,k12_enrollment_19,school_ppe_19,school_ppe_fed_19,school_ppe_sl_19,amount_23,Federal_Amt_23,State_Local_Amt_23,excluded_23,dist_enroll_23,weight_23,centralcost_23,central_fed_amt_23,central_state_amt_23,Charter_Dist_Allocation_23,Charter_Fed_Dist_Allocation_23,Charter_State_Dist_Allocation_23,total_weighted_cc_23,total_weighted_cc_fed_23,total_weighted_cc_state_23,school_with_cc_23,school_with_cc_fed_23,school_with_cc_state_23,k12_enrollment_23,school_ppe_23,school_ppe_fed_23,school_ppe_sl_23,amount_24,Federal_Amt_24,State_Local_Amt_24,excluded_24,dist_enroll_24,weight_24,centralcost_24,central_fed_amt_24,central_state_amt_24,Charter_Dist_Allocation_24,Charter_Fed_Dist_Allocation_24,Charter_State_Dist_Allocation_24,total_weighted_cc_24,total_weighted_cc_fed_24,total_weighted_cc_state_24,school_with_cc_24,school_with_cc_fed_24,school_with_cc_state_24,k12_enrollment_24,school_ppe_24,school_ppe_fed_24,school_ppe_sl_24,schoolyear,single_score_24,single_score_23,singlescore_19,PPE_Avg,State_Local_Exp_PPE_Avg,Federal_Exp_PPE_Avg,SS_Avg,FESR,note
726208,726,Spalding County,208,AZ Kelsey Academy,1713741.1,43843.86,1669897.24,9454.84,9847,0.00370000000111759,27781195.7,4581875.98,23199319.72,0,0,0,104087.7578125,16959.33203125,87128.4296875,1817828.875,60803.19140625,1757025.75,36,50495.25,1688.97998046875,48806.26953125,1864129.61,500577.5,1363552.11,0,9081,0.0020000000949949,40943645.19,9715543.95,31228101.24,0,0,0,81887.421875,19431.208984375,62456.20703125,1946017,520008.71875,1426008.375,18,108112.046875,28889.369140625,79222.6875,2127351.49,251803.09,1875548.4,0,8882,0.0031999999191612,42861712.37,11842451.96,31019260.41,0,0,0,137157.46875,37895.84375,99261.6328125,2264509,289698.9375,1974810,28,80875.3203125,10346.3896484375,70528.9296875,2024,,,35.7,79827.54,66185.96,13641.58,,,This school is missing one or more years of PPE or Single Score data
667708,667,Gwinnett County,708,Oakland Meadow School,11070523.57,873966.34,10196557.23,224786.51,177611,0.000300000014249235,246406368.94,15612572.7,230793796.25,0,0,0,77520.2265625,5768.1669921875,71752.0546875,11148043,879734.5,10268309,57,195579.703125,15433.9404296875,180145.765625,11645376.47,601512.76,11043863.71,334978.18,179696,0.000300000014249235,372162694.65,93338744.72,278823949.93,0,0,0,111648.8125,28001.625,83647.1875,11757025,629514.375,11127511,45,261267.21875,13989.2099609375,247278.015625,12338583.41,288523.71,12050059.7,362041.59,179892,0.000300000014249235,369587289.45,74505766.31,295081523.14,0,0,0,110876.1953125,22351.73046875,88524.4609375,12449460,310875.4375,12138584,51,244107.0625,6095.60009765625,238011.453125,2024,,,,233651.33,221811.74,11839.58,,,This school is missing one or more years of PPE or Single Score data
629104,629,Clarke County,104,Classic City High School,1477097.7,90717.8,1386379.9,10075.99,12595,0.00600000005215406,27392933.66,6663304.78,20729628.88,0,0,0,164357.609375,39979.828125,124377.7734375,1641455.25,130697.625,1510757.625,76,21598.099609375,1719.7099609375,19878.390625,1474963.65,419681.01,1055282.64,6407.82,11516,0.00209999992512167,55405961.2,15327817.72,40078143.48,0,0,0,116352.515625,32188.416015625,84164.1015625,1591316.125,451869.4375,1139446.75,24,66304.84375,18827.890625,47476.94921875,1633545.23,433736.61,1199808.62,118705.16,11528,0.00540000014007092,65270573.9900001,11628888.42,53641685.57,0,0,0,352461.09375,62796,289665.125,1986006.375,496532.625,1489473.75,62,32032.359375,8008.58984375,24023.76953125,2024,27.3,,43.1,39978.43,30459.7,9518.73,,,This school is missing one or more years of PPE or Single Score data
6445016,644,DeKalb County,5016,Coralwood Education Center,2589622.28,436747.63,2152874.65,1598353.71,92113,0.000899999984540045,310061613.73,27546096.05,282515517.69,0,0,0,279375.3125,24791.486328125,254583.84375,2868997.75,461539.125,2407458.5,79,36316.4296875,5842.27001953125,30474.16015625,4089328.24,323639.98,3765688.26,2313830.59,84984,0.0007999999797903,415680236.8,66572340.14,349107896.65,0,0,0,332544.1875,53257.87109375,279286.3125,4421872.5,376897.84375,4044974.5,66,66998.0703125,5710.56982421875,61287.48828125,4474262.76,718030.04,3756232.72,1134560.22,83863,0.0007999999797903,475158386.419999,103497330.34,371661056.08,0,0,0,380126.6875,82797.859375,297328.84375,4854389.5,800827.875,4053561.5,64,75849.84375,12512.9404296875,63336.8984375,2024,,,,59721.45,51699.52,8021.93,,,This school is missing one or more years of PPE or Single Score data
7820110110,7820110,State Charter Schools,110,Odyssey School,4233607.2,1341168.86,2892438.34,-7550000.56,,,,,,0,0,0,,,,4233607,1341168.875,2892438.25,351,12061.5595703125,3820.98999023438,8240.5595703125,4317428.56,3082971.91,1234456.65,7176643.12,,,,,,0,0,0,,,,4317428.5,3082972,1234456.625,339,12735.7802734375,9094.3095703125,3641.46997070313,6506158.13,2802476.91,3703681.22,8398754.95,,,,,,0,0,0,,,,6506158,2802477,3703681.25,368,17679.779296875,7615.43017578125,10064.349609375,2024,68.7,75.6,77.7,14159.04,7315.46,6843.58,74,2.5,
630204,630,Clay County,204,Clay County Elementary,1453113.97,116234.21,1336879.76,532525.57,184,0.662999987602234,990952.36,252062.16,738890.2,0,0,0,657001.375,167117.203125,489884.1875,2110115.25,283351.40625,1826764,122,17296.029296875,2322.55004882813,14973.48046875,2207262.35,542990.32,1664272.03,1358789.26,180,0.655600011348724,2013540.99,873094.71,1140446.28,0,0,0,1320077.5,572400.875,747676.625,3527339.75,1115391.25,2411948.75,118,29892.7109375,9452.4697265625,20440.240234375,2425449.36,370212.53,2055236.83,575498.11,187,0.732599973678589,2365158.51,1100773.45,1264385.06,0,0,0,1732715,806426.625,926288.4375,4158164.25,1176639.125,2981525.25,137,30351.560546875,8588.6103515625,21762.9609375,2024,76,75,63.3,25846.77,19058.89,6787.88,71.4,2,
630104,630,Clay County,104,Clay County Middle School,918183.6,68311.95,849871.65,15248.51,184,0.337000012397766,990952.36,252062.16,738890.2,0,0,0,333950.96875,84944.953125,249006,1252134.625,153256.90625,1098877.625,62,20195.720703125,2471.88989257813,17723.830078125,1068210.29,222729.25,845481.04,28435.83,180,0.344399988651276,2013540.99,873094.71,1140446.28,0,0,0,693463.5,300693.8125,392769.6875,1761673.75,523423.0625,1238250.75,62,28414.08984375,8442.3095703125,19971.7890625,1055223.98,140340.46,914883.52,31207.73,187,0.267399996519089,2365158.51,1100773.45,1264385.06,0,0,0,632443.375,294346.8125,338096.5625,1687667.375,434687.28125,1252980.125,50,33753.3515625,8693.75,25059.599609375,2024,81.7,64.3,76.5,27454.39,20918.41,6535.98,74.2,2,
731102,731,Taliaferro County,102,Taliaferro County School,2820456.98,496638.69,2323818.29,394079.38,162,1,1766143.28,565691.56,1200451.72,0,0,0,1766143.25,565691.5625,1200451.75,4586600,1062330.25,3524270,162,28312.349609375,6557.58984375,21754.75,3617730.25,716325.37,2901404.88,667179.74,174,1,1384676.41,130441.42,1254234.99,0,0,0,1384676.375,130441.421875,1254235,5002406.5,846766.8125,4155640,174,28749.4609375,4866.47998046875,23882.990234375,3828943.22,910258.829999999,2918684.39,574079.72,177,1,1491425.36,157168.52,1334256.84,0,0,0,1491425.375,157168.515625,1334256.875,5320368.5,1067427.375,4252941.5,177,30058.580078125,6030.66015625,24027.919921875,2024,75.1,63.3,66.1,29040.13,23221.89,5818.24,68.2,1.5,
759197,759,Worth County,197,Worth County Achievement Center,394006.01,1692.28,392313.73,0,3070,0.0137000000104308,3444135.54,246731.04,3197404.5,0,0,0,47184.65625,3380.21533203125,43804.44140625,441190.65625,5072.4951171875,436118.15625,42,10504.5400390625,120.769996643066,10383.76953125,647353.77,204550.37,442803.4,0,2964,0.0071000000461936,4397422.64,1578274.8,2819147.84,0,0,0,31221.701171875,11205.7509765625,20015.94921875,678575.5,215756.125,462819.34375,21,32313.119140625,10274.099609375,22039.01953125,648165.21,169411.68,478753.53,0,2911,0.00960000045597553,4878825.56,1436229.77,3442595.79,0,0,0,46836.7265625,13787.806640625,33048.921875,695001.9375,183199.484375,511802.4375,28,24821.5,6542.83984375,18278.66015625,2024,,,,22546.39,16900.48,5645.9,,,This school is missing one or more years of PPE or Single Score data
728192,728,Stewart County,192,Stewart County Elementary School,2464331.42,299127.32,2165204.1,671629.45,425,0.468199998140335,1539609.26,265279.4,1274329.86,0,0,0,720845.0625,124203.8125,596641.25,3185176.5,423331.125,2761845.25,199,16005.91015625,2127.2900390625,13878.6201171875,2638759.12,693949.4,1944809.72,746202.52,384,0.440100014209747,2068663.2,650178,1418485.2,0,0,0,910418.6875,286143.34375,624275.375,3549177.75,980092.75,2569085,169,21001.05078125,5799.3701171875,15201.6904296875,2910468.96,659559.21,2250909.75,830130.72,345,0.400000005960464,2309016,695726.31,1613289.69,0,0,0,923606.4375,278290.53125,645315.875,3834075.5,937849.75,2896225.75,138,27783.16015625,6796.009765625,20987.140625,2024,70.5,54.1,72.6,21596.71,16689.15,4907.56,65.7,1.5,
718199,718,Quitman County,199,Quitman County Elementary,2635639.35,640028.89,1995610.46,552148.81,298,0.630900025367737,1184684.64,103747.54,1080937.1,0,0,0,747417.5625,65454.32421875,681963.25,3383057,705483.1875,2677573.75,188,17994.98046875,3752.57006835938,14242.41015625,2814578.5,767509.82,2047068.68,621752.33,294,0.636099994182587,1419232.41,195514.85,1223717.56,0,0,0,902773.75,124366.9921875,778406.75,3717352.25,891876.8125,2825475.5,187,19878.890625,4769.39013671875,15109.5,2910877.79,761562.74,2149315.05,726748.54,301,0.59799998998642,1822090.06,480922.5,1341167.56,0,0,0,1089609.875,287591.65625,802018.1875,4000487.75,1049154.375,2951333.25,180,22224.9296875,5828.64013671875,16396.2890625,2024,61.5,53.9,70.4,20032.93,15249.4,4783.53,61.9,1.5,
720101,720,Randolph County,101,Randolph County Middle School,1375525.01,321014.73,1054510.28,33656.62,713,0.238399997353554,2013035.62,334958.68,1678076.94,0,0,0,479907.6875,79854.1484375,400053.53125,1855432.75,400868.875,1454563.75,170,10914.3095703125,2358.05004882813,8556.259765625,1486285.28,566933.77,919351.51,14399.96,638,0.216299995779991,3340322.39,1691542.38,1648780.01,0,0,0,738118.25,365880.625,372237.625,2224403.5,932814.375,1291589.125,138,16118.8701171875,6759.52001953125,9359.33984375,1420651.84,410145.88,1010505.96,3251.85,627,0.229699999094009,3132025.53,1408836.88,1723188.65,0,0,0,736588.375,323609.84375,412978.5625,2157240,733755.75,1423484.5,144,14980.830078125,5095.52978515625,9885.3095703125,2024,56.4,78,59,14004.67,9266.97,4737.7,64.5,2,
730190,730,Talbot County,190,Central Elementary/High School,5926250.52,706623.36,5219627.16,480103.82,427,1,1088953.2,0,1088953.2,0,0,0,1088953.25,0,1088953.25,7015204,706623.375,6308580.5,427,16429.05078125,1654.85998535156,14774.1904296875,6899383.90999999,1936159.2,4963224.71,910835.1,386,1,1168963.39,0,1168963.39,0,0,0,1168963.375,0,1168963.375,8068347.5,1936159.25,6132188,386,20902.4609375,5015.9599609375,15886.5,7743722.81,2597244.48,5146478.33,967399.76,368,1,1261208.98,0,1261208.98,0,0,0,1261209,0,1261209,9004932,2597244.5,6407687.5,368,24469.919921875,7057.72998046875,17412.189453125,2024,56.5,56,58.9,20600.48,16024.29,4576.18,57.1,1,
6353050,635,Colquitt County,3050,Stringfellow Elementary School,3150336.26,690205.87,2460130.39,428869.95,9013,0.0271000005304813,12900097.35,1208796.58,11691300.77,0,0,0,349592.65625,32758.388671875,316834.25,3499929,722964.25,2776964.75,244,14343.9697265625,2962.96997070313,11381,4116223.99,1009025.74,3107198.25,670900.13,8291,0.0308999996632338,19578917.37,6902910.76,12676006.61,0,0,0,604988.5625,213299.9375,391688.59375,4721212.5,1222325.625,3498886.75,256,18442.240234375,4774.7099609375,13667.5302734375,5058887.14,998864.25,4060022.89,860030.59,8336,0.0247000008821487,20340157.98,6159067.34,14181090.64,0,0,0,502401.90625,152128.96875,350272.9375,5561289,1150993.25,4410296,206,26996.55078125,5587.35009765625,21409.19921875,2024,80,69.1,64.4,19927.59,15485.91,4441.68,71.2,2,
645292,645,Dodge County,292,DAC (Dodge County Achievement Center),285627.18,7350,278277.18,469,2971,0.0144999995827675,4132108.28,549864.75,3582243.53,0,0,0,62989.1484375,7973.03857421875,55016.11328125,348616.34375,15323.0390625,333293.3125,43,8107.35986328125,356.350006103516,7751.009765625,646523.28,318271.38,328251.9,256023.47,2689,0.0186000000685453,4561710.68,524118.95,4037591.73,0,0,0,91044.8125,9748.6123046875,81296.1953125,737568.125,328020,409548.09375,50,14751.3603515625,6560.39990234375,8190.9599609375,780855.8,323313.44,457542.36,157.11,2599,0.0199999995529652,5082243.7,460410.71,4621832.99,0,0,0,110668.0703125,9208.2138671875,101459.8515625,891523.875,332521.65625,559002.1875,52,17144.689453125,6394.64990234375,10750.0400390625,2024,,,32.8,13334.47,8897.34,4437.13,,,This school is missing one or more years of PPE or Single Score data
743201,743,Twiggs County,201,Twiggs County High School,3072544.56,640129.66,2432414.9,545075.21,746,0.321700006723404,2144702.15,436895.71,1707806.44,0,0,0,689950.6875,140549.359375,549401.3125,3762495.25,780679,2981816.25,240,15677.0595703125,3252.830078125,12424.23046875,3641074.19,872662.83,2768411.36,930766.02,683,0.304500013589859,4114585.99,1200745.54,2913840.45,0,0,0,1252891.5,365627.03125,887264.4375,4893965.5,1238289.875,3655675.75,208,23528.6796875,5953.31982421875,17575.359375,3242756.55,473222.98,2769533.57,1414693.83,701,0.325199991464615,4172071.7,1268740.3,2903331.4,0,0,0,1356757.625,412594.34375,944163.375,4599514,885817.3125,3713697,228,20173.310546875,3885.15991210938,16288.1396484375,2024,46.9,61.8,65.4,19793.02,15429.24,4363.77,58,1,
701111,701,Mitchell County,111,Mitchell County Elementary School,3548185.71,643128.91,2905056.8,404287.7,1340,0.251500010490417,3141621.59,245467.07,2896154.52,0,0,0,790117.875,61734.96875,728382.875,4338303.5,704863.875,3633439.75,337,12873.2998046875,2091.580078125,10781.7197265625,3967302.07,1394694.68,2572607.39,427735.19,1239,0.216299995779991,3741781.67,1077262.05,2664519.62,0,0,0,809347.375,233011.78125,576335.5625,4776649.5,1627706.5,3148943,268,17823.3203125,6073.52978515625,11749.7900390625,4097356.56,1000551.7,3096804.86,469886.03,1200,0.209999993443489,3645674.27,1045267.95,2600406.32,0,0,0,765591.5625,219506.265625,546085.3125,4862948,1220058,3642890.25,252,19297.41015625,4841.5,14455.91015625,2024,77.2,77.5,47.2,16664.68,12329.14,4335.54,67.3,1.5,
7613566,761,Atlanta Public Schools,3566,William J. Scott Elementary School,5343281.08,614425.17,4728855.91,2478327.44,40154,0.00899999961256981,189665292.71,16112002.97,173553289.72,0,0,0,1712371.25,145008.015625,1567363.25,7055652.5,759433.1875,6296219.5,363,19437.060546875,2092.10009765625,17344.9609375,6360394.32,906903.67,5453490.65,340253.11,37162,0.00719999987632036,317658619.62,69701144.91,247957474.72,0,0,0,2287142,501848.25,1785293.75,8647536,1408751.875,7238784.5,269,32146.970703125,5237,26909.98046875,7444745.17,1211570.64,6233174.53,704761.14,37529,0.00779999978840351,361642054.67,54006398.81,307635655.84,0,0,0,2820808,421249.90625,2399558,10265553,1632820.5,8632733,294,34916.8515625,5553.81005859375,29363.0390625,2024,61,67.2,51.6,28833.63,24539.33,4294.3,59.9,1,
742190,742,Turner County,190,Turner County Middle School,2009352.93,288193.4,1721159.53,385694.83,1145,0.23929999768734,2300179.05,255565.28,2044613.77,0,0,0,550432.8125,61156.76953125,489276.0625,2559785.75,349350.15625,2210435.5,274,9342.2802734375,1275,8067.27978515625,3127199.28,1850660.69,1276538.59,285632.54,1116,0.216800004243851,2708391.14,620605.09,2087786.05,0,0,0,587179.1875,134547.1875,452632.03125,3714378.5,1985207.875,1729170.625,242,15348.669921875,8203.33984375,7145.330078125,2899585.81,687054.41,2212531.4,3441946.03,1068,0.212500005960464,2875663.7,362735.27,2512928.43,0,0,0,611078.5625,77081.25,533997.3125,3510664.25,764135.6875,2746528.75,227,15465.48046875,3366.23999023438,12099.25,2024,59.6,67.1,65.1,13385.48,9103.95,4281.53,63.9,2,
646104,646,Dooly County,104,Dooly County Elementary School,4179241.77,584078.68,3595163.09,2307898.91,1157,0.479699999094009,1784917.78,325273.43,1459644.35,0,0,0,856225.0625,156033.671875,700191.375,5035467,740112.375,4295354.5,555,9072.91015625,1333.5400390625,7739.3798828125,4718634.11,1764966.76,2953667.35,1662843.92,1053,0.42739999294281,5468458.03,2268131.85,3200326.18,0,0,0,2337219,969399.5625,1367819.375,7055853,2734366.25,4321486.5,450,15679.669921875,6076.3701171875,9603.2998046875,4188556.66,1201746.82,2986809.84,1535156.85,1047,0.425000011920929,6577320.46,2692745.98,3884574.48,0,0,0,2795361.25,1144417.125,1650944.25,6983918,2346164,4637754,445,15694.2001953125,5272.27978515625,10421.919921875,2024,58.7,55.1,53.7,13482.26,9254.87,4227.4,55.8,1.5,
670188,670,Hancock County,188,Lewis Elementary School,2675185.02,118833.46,2556351.56,648582.24,788,0.431499987840652,3800083.06,474994.03,3325089.03,0,0,0,1639735.75,204959.921875,1434775.875,4314921,323793.375,3991127.5,340,12690.9404296875,952.330017089844,11738.6103515625,3142869.78,525104.67,2617765.11,778155.17,656,0.408499985933304,5387515.47,975185.28,4412330.19,0,0,0,2200800,398363.1875,1802436.875,5343670,923467.875,4420202,268,19939.0703125,3445.78002929688,16493.2890625,2336690.3,609771.42,1726918.88,1543531.82,616,0.414000004529953,7143223.67,3620599.69,3522623.98,0,0,0,2957294.75,1498928.25,1458366.375,5293985,2108699.75,3185285.25,255,20760.720703125,8269.41015625,12491.3095703125,2024,40.3,53.7,53.6,17796.91,13574.4,4222.51,49.2,0.5,
670288,670,Hancock County,288,Hancock Central High School,2418983.41,192746.87,2226236.54,566411.1,788,0.298200011253357,3800083.06,474994.03,3325089.03,0,0,0,1133184.75,141643.21875,991541.5625,3552168.25,334390.09375,3217778,235,15115.6103515625,1422.93994140625,13692.669921875,2844974.25,357561.95,2487412.3,671272.09,656,0.355199992656708,5387515.47,975185.28,4412330.19,0,0,0,1913645.5,346385.8125,1567259.625,4758620,703947.75,4054672,233,20423.259765625,3021.22998046875,17402.029296875,2812011.98,476497.79,2335514.19,671268.34,616,0.347400009632111,7143223.67,3620599.69,3522623.98,0,0,0,2481556,1257796.375,1223759.625,5293568,1734294.125,3559273.75,214,24736.30078125,8104.18017578125,16632.119140625,2024,51.7,48.4,52.6,20091.72,15908.94,4182.78,50.9,1,
646182,646,Dooly County,182,Dooly County High School,4056274.43,426147.8,3630126.63,1926707.03,1157,0.28439998626709,1784917.78,325273.43,1459644.35,0,0,0,507630.59375,92507.7578125,415122.84375,4563905,518655.5625,4045249.5,329,13872.0498046875,1576.4599609375,12295.58984375,4607735.66,1144263.66,3463472,1015900.57,1053,0.322899997234344,5468458.03,2268131.85,3200326.18,0,0,0,1765765.125,732379.75,1033385.3125,6373501,1876643.375,4496857.5,340,18745.58984375,5519.5400390625,13226.0498046875,4678374.02,989013.04,3689360.98,837338.56,1047,0.331400007009506,6577320.46,2692745.98,3884574.48,0,0,0,2179724,892376.0625,1287348,6858098,1881389.125,4976709,347,19763.970703125,5421.8701171875,14342.099609375,2024,54.9,42,50.3,17460.54,13287.91,4172.62,49.1,0.5,
7615066,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,4728028.96,266570.3,4461458.66,283659.84,40154,0.00659999996423721,189665292.71,16112002.97,173553289.72,0,0,0,1255747.125,106339.21875,1149408,5983776.5,372909.53125,5610867,265,22580.2890625,1407.2099609375,21173.080078125,5302580.47,859253.64,4443326.83,348742.64,37162,0.0063999998383224,317658619.62,69701144.91,247957474.72,0,0,0,2033015.125,446087.3125,1586927.75,7335595.5,1305341,6030254.5,239,30692.869140625,5461.68017578125,25231.189453125,5568468.72,1005422.81,4563045.91,343679.85,37529,0.00650000013411045,361642054.67,54006398.81,307635655.84,0,0,0,2350673.5,351041.59375,1999631.75,7919142,1356464.375,6562677.5,245,32323.029296875,5536.58984375,26786.439453125,2024,76.1,71.7,50.2,28532.06,24396.9,4135.16,66,1.5,
701282,701,Mitchell County,282,Mitchell County High School,4912910.89,714664.58,4198246.31,1414352.27,1340,0.338099986314774,3141621.59,245467.07,2896154.52,0,0,0,1062182.25,82992.4140625,979189.8125,5975093,797657,5177436,453,13190.0498046875,1760.82995605469,11429.2197265625,6514035.16,1698675.26,4815359.9,956400.19,1239,0.31479999423027,3741781.67,1077262.05,2664519.62,0,0,0,1177912.875,339122.09375,838790.75,7691948,2037797.375,5654150.5,390,19722.939453125,5225.1201171875,14497.8203125,6914377.96,1558709,5355668.96,1368074.87,1200,0.303299993276596,3645674.27,1045267.95,2600406.32,0,0,0,1105733,317029.75,788703.25,8020111,1875738.75,6144372,364,22033.26953125,5153.1298828125,16880.140625,2024,57.5,51,59.2,18315.42,14269.06,4046.36,55.9,1,
7611417,761,Atlanta Public Schools,1417,Kindezi Old 4th Ward,9657453.66,626685.71,9030767.95,1720267.64,40154,0.0124000003561378,189665292.71,16112002.97,173553289.72,298684.13,19382.03,279302.1,303904.78125,19382.029296875,284522.75,9961359,646067.75,9315291,497,20042.98046875,1299.93994140625,18743.0390625,8973625.18,1314520.73,7659104.45,4422238.92,37162,0.0116999996826053,317658619.62,69701144.91,247957474.72,277534.8,40655.28,236879.52,277534.8125,40655.28125,236879.515625,9251160,1355176,7895984,434,21316.0390625,3122.53002929688,18193.509765625,9759513.21,2869043.45,6890469.76,8292768.65,37529,0.0103000001981854,361642054.67,54006398.81,307635655.84,301840.61,88733.3,213107.31,301840.625,88733.296875,213107.3125,10061354,2957776.75,7103577,385,26133.390625,7682.5400390625,18450.849609375,2024,63.8,49.8,71.9,22497.47,18462.47,4035,61.8,1.5,
620197,620,Camden County,197,Sugarmill Elementary,4173546.02,243786.07,3929759.95,798547.13,9092,0.0590999983251095,6902363.49,825896.58,6076466.91000001,0,0,0,407929.65625,48810.48828125,359119.1875,4581475.5,292596.5625,4288879,537,8531.6103515625,544.869995117188,7986.740234375,9358307.57,4161157.93,5197149.64,1834805.08,9238,0.067500002682209,10041237.1,1294645.08,8746592.02,0,0,0,677783.5,87388.546875,590395,10036091,4248546.5,5787544.5,624,16083.48046875,6808.56982421875,9274.91015625,8699043.35,2849660.03,5849383.32,2585365.96,9396,0.0675999969244003,13299619.81,2263321.78,11036298.03,0,0,0,899054.25,153000.546875,746053.6875,9598098,3002660.5,6595437,635,15115.1201171875,4728.60009765625,10386.509765625,2024,84.3,78.8,84.5,13243.4,9216.05,4027.35,82.5,3,
604105,604,Baker County,105,Baker County High School,3892041.09,370845.42,3521195.67,1216095.54,271,1,741680.45,16493.39,725187.06,0,0,0,741680.4375,16493.390625,725187.0625,4633721.5,387338.8125,4246382.5,271,17098.599609375,1429.2900390625,15669.3095703125,4023682.6,1356155.69,2667526.91,1247225.88,287,0.972100019454956,1038475.15,71689.73,966785.42,0,0,0,1009501.6875,69689.5859375,939812.125,5033184.5,1425845.25,3607339,279,18040.08984375,5110.56005859375,12929.5302734375,4138970.78,1467838.25,2671132.53,1852160.48,283,0.989400029182434,1353680.83,80840.89,1272839.94,0,0,0,1339331.875,79983.9765625,1259347.875,5478302.5,1547822.25,3930480.5,280,19565.369140625,5527.93994140625,14037.4296875,2024,64.6,53,60.4,18234.69,14212.09,4022.6,59.3,1,
647399,647,Dougherty County,399,"Martin Luther King, Jr. Elementary School",5241976.96,1407775.02,3834201.94,397659.3,13781,0.0351000018417835,36735084.88,5854466.47,30880618.41,0,0,0,1289401.5,205491.78125,1083909.75,6531378.5,1613266.75,4918111.5,484,13494.580078125,3333.19995117188,10161.3896484375,4024206.99,647403.46,3376803.53,2727115.17,12682,0.0281000006943941,81835395.2,46511127.32,35324267.88,0,0,0,2299574.75,1306962.75,992611.9375,6323781.5,1954366.25,4369415.5,356,17763.4296875,5489.7900390625,12273.6396484375,4280232.75,460820.54,3819412.21,1135697.94,12564,0.032200001180172,74209766.5499999,24237336.63,49972429.92,0,0,0,2389554.5,780442.25,1609112.25,6669787,1241262.75,5428524.5,404,16509.369140625,3072.42993164063,13436.9404296875,2024,51.5,67.7,45.9,15922.46,11957.32,3965.14,55,1,
646204,646,Dooly County,204,Dooly County Middle School,2239606.6,170731.7,2068874.9,635925.01,1157,0.229000002145767,1784917.78,325273.43,1459644.35,0,0,0,408746.1875,74487.6171875,334258.5625,2648352.75,245219.3125,2403133.5,265,9993.7802734375,925.359985351563,9068.4296875,3159592.91,900238.29,2259354.62,3704.61,1053,0.238399997353554,5468458.03,2268131.85,3200326.18,0,0,0,1303680.375,540722.625,762957.75,4463273.5,1440960.875,3022312.25,251,17781.970703125,5740.8798828125,12041.080078125,3178608,629205.87,2549402.13,6734.17,1047,0.237800002098083,6577320.46,2692745.98,3884574.48,0,0,0,1564086.875,640335,923751.8125,4742695,1269540.875,3473154,249,19046.970703125,5098.56005859375,13948.41015625,2024,69.3,64.7,70.4,15607.57,11685.97,3921.6,68.1,1.5,
699401,699,Meriwether County,401,Greenville Middle School,1640953.1,127204.53,1513748.57,0,2377,0.0983999967575073,4518292.49,803871.13,3714421.36,0,0,0,444599.96875,79100.9140625,365499.0625,2085553.125,206305.4375,1879247.625,234,8912.6201171875,881.650024414063,8030.97021484375,2340640.96,523343.37,1817297.59,598898.8,2176,0.0781000033020973,8320122.24,3663755.85,4656366.39,0,0,0,649801.5625,286139.34375,363662.21875,2990442.5,809482.6875,2180959.75,170,17590.83984375,4761.66015625,12829.169921875,2904084.6,717160.39,2186924.21,355343.83,2117,0.0826999992132187,9498147.21,4081351.06,5416796.15,0,0,0,785496.75,337527.71875,447969.03125,3689581.25,1054688.125,2634893.25,175,21083.3203125,6026.7900390625,15056.5302734375,2024,69,74.1,69.9,15862.26,11972.22,3890.03,71,2,
720201,720,Randolph County,201,Randolph Clay High School,3310680.47,257927.58,3052752.89,712143.94,713,0.329600006341934,2013035.62,334958.68,1678076.94,0,0,0,663496.5625,110402.3828125,553094.1875,3974177,368329.96875,3605847,235,16911.390625,1567.35998535156,15344.0302734375,3202274.15,697483.66,2504790.49,925467.81,638,0.366800010204315,3340322.39,1691542.38,1648780.01,0,0,0,1251689.875,620457.75,631232.0625,4453964,1317941.375,3136022.5,234,19034.0390625,5632.22998046875,13401.8095703125,3143318.54,519282.65,2624035.89,679242.64,627,0.377999991178513,3132025.53,1408836.88,1723188.65,0,0,0,1212146,532540.3125,679605.625,4355464.5,1051823,3303641.5,237,18377.490234375,4438.06982421875,13939.419921875,2024,64.9,66.1,58.9,18107.64,14228.42,3879.22,63.3,1.5,
