sys_sch,systemid,systemname,schoolid,schoolname,amount_19,Federal_Amt_19,State_Local_Amt_19,excluded_19,dist_enroll_19,weight_19,centralcost_19,central_fed_amt_19,central_state_amt_19,Charter_Dist_Allocation_19,Charter_Fed_Dist_Allocation_19,Charter_State_Dist_Allocation_19,total_weighted_cc_19,total_weighted_cc_fed_19,total_weighted_cc_state_19,school_with_cc_19,school_with_cc_fed_19,school_with_cc_state_19,k12_enrollment_19,school_ppe_19,school_ppe_fed_19,school_ppe_sl_19,amount_23,Federal_Amt_23,State_Local_Amt_23,excluded_23,dist_enroll_23,weight_23,centralcost_23,central_fed_amt_23,central_state_amt_23,Charter_Dist_Allocation_23,Charter_Fed_Dist_Allocation_23,Charter_State_Dist_Allocation_23,total_weighted_cc_23,total_weighted_cc_fed_23,total_weighted_cc_state_23,school_with_cc_23,school_with_cc_fed_23,school_with_cc_state_23,k12_enrollment_23,school_ppe_23,school_ppe_fed_23,school_ppe_sl_23,amount_24,Federal_Amt_24,State_Local_Amt_24,excluded_24,dist_enroll_24,weight_24,centralcost_24,central_fed_amt_24,central_state_amt_24,Charter_Dist_Allocation_24,Charter_Fed_Dist_Allocation_24,Charter_State_Dist_Allocation_24,total_weighted_cc_24,total_weighted_cc_fed_24,total_weighted_cc_state_24,school_with_cc_24,school_with_cc_fed_24,school_with_cc_state_24,k12_enrollment_24,school_ppe_24,school_ppe_fed_24,school_ppe_sl_24,schoolyear,single_score_24,single_score_23,singlescore_19,PPE_Avg,State_Local_Exp_PPE_Avg,Federal_Exp_PPE_Avg,SS_Avg,FESR,note,Location ZIP [Public School] 2023-24,source_file
7830621621,7830621,State Charter Schools,621,SLAM Academy of Atlanta,1689005.0,225568.0,1463437.0,1052457.0,,,,,,0.0,0.0,0.0,,,,1689005.0,225568.0,1463437.0,72.0,23458.400390625,3132.88989257813,20325.509765625,2268194.0,477009.0,1791185.0,7472036.0,,,,,,0.0,0.0,0.0,,,,2268194.0,477009.0,1791185.0,157.0,14447.099609375,3038.27001953125,11408.8203125,3129028.0,697104.0,2431924.0,6259565.0,,,,,,0.0,0.0,0.0,,,,3129028.0,697104.0,2431924.0,192,16297.01953125,3630.75,12666.26953125,2024,58.8,56.8,55.8,18067.51,14800.2,3267.3,57.1,1.0,,30331,School_FESR_FY24_for_Display.csv
6444067,644,DeKalb County,4067,Snapfinger Elementary School,5984918.47,411976.51,5572941.96,654059.66,92113.0,0.0073000001721084,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,2266270.5,201086.5,2065184.125,8251188.5,613063.0,7638126.0,668.0,12352.080078125,917.760009765625,11434.3203125,4829708.66,523826.1,4305882.56,609627.15,84984.0,0.0052999998442828,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,2203105.25,352833.40625,1850271.75,7032814.0,876659.5,6156154.5,453.0,15524.98046875,1935.22998046875,13589.75,4811870.75,478775.25,4333095.5,722644.4,83863.0,0.0046999999321997,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,2233244.5,486437.4375,1746807.0,7045115.5,965212.6875,6079902.5,390,18064.400390625,2474.89990234375,15589.490234375,2024,62.6,55.8,46.9,15313.82,13537.85,1775.96,55.1,1.0,,30032,School_FESR_FY24_for_Display.csv
7611412,761,Atlanta Public Schools,1412,South Atlanta High School,10075699.23,642087.51,9433611.72,394659.47,40154.0,0.0205000005662441,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,4006752.5,330296.0625,3676456.5,14082452.0,972383.5625,13110068.0,823.0,17111.119140625,1181.51000976563,15929.6103515625,11349186.64,1012025.21,10337161.43,154103.27,37162.0,0.025000000372529,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,8565941.0,1796143.0,6769798.0,19915128.0,2808168.0,17106958.0,928.0,21460.26953125,3026.0400390625,18434.220703125,13983047.76,1091283.72,12891764.04,783609.09,37529.0,0.0241999998688698,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,8751738.0,1306954.875,7444783.0,22734786.0,2398238.5,20336548.0,907,25065.919921875,2644.13989257813,22421.76953125,2024,59.1,49.9,62.0,21212.44,18928.53,2283.9,57.0,1.0,,30354,School_FESR_FY24_for_Display.csv
6445067,644,DeKalb County,5067,Southwest DeKalb High School,9715342.72,549684.94,9165657.78,399481.07,92113.0,0.0127999996766448,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,4047441.75,352881.34375,3694560.25,13762784.0,902566.3125,12860218.0,1176.0,11703.0498046875,767.489990234375,10935.5595703125,11822786.54,798051.44,11024735.1,419801.0,84984.0,0.0153999999165535,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,6452912.5,1025360.875,5427552.0,18275700.0,1823412.25,16452287.0,1307.0,13982.9404296875,1395.10998535156,12587.830078125,12546858.34,1128684.92,11418173.42,419462.42,83863.0,0.0143999997526407,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,6842280.5,1490361.5,5351919.0,19389138.0,2619046.5,16770092.0,1207,16063.91015625,2169.8798828125,13894.0302734375,2024,71.0,77.8,67.8,13916.63,12472.47,1444.16,72.2,2.5,,30034,School_FESR_FY24_for_Display.csv
761116,761,Atlanta Public Schools,116,Springdale Park Elementary School,5938541.05,132827.39,5805713.66,408173.72,40154.0,0.0184000004082918,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,3500813.0,296460.875,3204352.0,9439355.0,429288.25,9010066.0,739.0,12773.150390625,580.900024414063,12192.240234375,7884926.77000001,252767.51,7632159.26,176271.91,37162.0,0.0199999995529652,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,6353172.5,1394022.875,4959149.5,14238099.0,1646790.375,12591309.0,742.0,19188.810546875,2219.38989257813,16969.419921875,6895657.25,369088.71,6526568.54,95065.88,37529.0,0.011400000192225,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,4122719.5,615672.9375,3507046.5,11018377.0,984761.625,10033615.0,427,25804.16015625,2306.22998046875,23497.9296875,2024,99.1,91.8,96.7,19255.37,17553.2,1702.17,95.9,3.0,,30306,School_FESR_FY24_for_Display.csv
761188,761,Atlanta Public Schools,188,Sylvan Hills Middle School,6191664.9,445904.14,5745760.76,222364.51,40154.0,0.0137000000104308,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2598414.5,220734.4375,2377680.0,8790079.0,666638.5625,8123441.0,550.0,15981.9599609375,1212.06994628906,14769.8896484375,6754929.83,639886.84,6115042.99,26281.73,37162.0,0.0120000001043081,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,3811903.5,836413.75,2975489.75,10566833.0,1476300.625,9090533.0,445.0,23745.689453125,3317.53002929688,20428.16015625,7492560.67,591608.94,6900951.73,76205.66,37529.0,0.0115000000223517,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,4158883.75,621073.5625,3537810.0,11651444.0,1212682.5,10438762.0,430,27096.380859375,2820.18994140625,24276.189453125,2024,67.8,64.2,70.4,22274.68,19824.75,2449.93,67.5,1.5,,30310,School_FESR_FY24_for_Display.csv
761296,761,Atlanta Public Schools,296,T. J. Perkerson Elementary School,5030030.48,334770.63,4695259.85,537085.44,40154.0,0.0094999996945262,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1807530.375,153064.015625,1654466.375,6837560.5,487834.65625,6349726.0,383.0,17852.640625,1273.71997070313,16578.919921875,5430388.08,464405.51,4965982.57,261854.42,37162.0,0.0086000002920627,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2731864.25,599429.875,2132434.25,8162252.5,1063835.375,7098417.0,318.0,25667.4609375,3345.38989257813,22322.0703125,6157654.92,663580.83,5494074.09,1083163.57,37529.0,0.0087000001221895,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,3146286.0,469855.6875,2676430.25,9303941.0,1133436.5,8170504.5,325,28627.509765625,3487.5,25140.009765625,2024,71.8,66.7,48.4,24049.2,21347.0,2702.2,62.3,1.5,,30310,School_FESR_FY24_for_Display.csv
773506,773,Decatur City,506,Talley Street Upper Elementary School,,,,,,,,,,,,,,,,,,,,,,,7450875.59,352750.71,7098124.88,979155.6,5484.0,0.12049999833107,18667512.49,910976.23,17756536.26,0.0,0.0,0.0,2249435.25,109772.6328125,2139662.5,9700311.0,462523.34375,9237787.0,661.0,14675.2099609375,699.72998046875,13975.4697265625,7805476.75,300226.75,7505250.0,1033855.26,5356.0,0.119099996984005,21825552.03,801278.21,21024273.82,0.0,0.0,0.0,2599423.25,95432.234375,2503991.0,10404900.0,395659.0,10009241.0,638,16308.6201171875,620.159973144531,15688.4697265625,2024,97.3,90.4,,,,,,,This school is missing one or more years of PPE or Single Score data,30030,School_FESR_FY24_for_Display.csv
7612062,761,Atlanta Public Schools,2062,The John Hope-Charles Walter Hill Elementary Schools,4540287.8,266800.14,4273487.66,205409.07,40154.0,0.0100999996066093,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1921655.75,162731.21875,1758924.5,6461943.5,429531.34375,6032412.5,405.0,15955.419921875,1060.56994628906,14894.849609375,5596390.05,367036.79,5229353.26,202443.22,37162.0,0.0087999999523162,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2795395.75,613370.0625,2182025.75,8391786.0,980406.875,7411379.0,326.0,25741.6796875,3007.3798828125,22734.2890625,6427997.45,451110.8,5976886.65,287128.88,37529.0,0.0097000002861022,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,3507928.0,523862.09375,2984066.0,9935925.0,974972.875,8960953.0,363,27371.689453125,2685.8798828125,24685.8203125,2024,71.6,63.6,59.1,23022.93,20771.65,2251.28,64.8,1.5,,30312,School_FESR_FY24_for_Display.csv
761123,761,Atlanta Public Schools,123,The Kindezi School,7720901.15,326191.38,7394709.77,1939711.06,40154.0,0.0103000001981854,189665292.71,16112002.97,173553289.72,238790.76,10088.39,228702.36,243562.765625,10088.3896484375,233474.359375,7964464.0,336279.78125,7628184.0,414.0,19237.83984375,812.27001953125,18425.560546875,8895687.35,139859.75,8755827.6,0.0,37162.0,0.0115000000223517,317658619.62,69701144.91,247957474.72,275124.35,4325.56,270798.79,275124.34375,4325.56005859375,270798.78125,9170812.0,144185.3125,9026626.0,427.0,21477.310546875,337.670013427734,21139.640625,9768767.66,2926907.9,6841859.76,8284189.06,37529.0,0.0100999996066093,361642054.67,54006398.81,307635655.84,302126.83,90522.92,211603.91,302126.84375,90522.921875,211603.90625,10070895.0,3017430.75,7053463.5,380,26502.359375,7940.60986328125,18561.75,2024,59.3,63.3,65.2,22405.84,19375.65,3030.18,62.6,1.5,,30331,School_FESR_FY24_for_Display.csv
7614066,761,Atlanta Public Schools,4066,Thomas Heathe Slater Elementary School,9114991.61,430028.0,8684963.61,331423.66,40154.0,0.0131999999284744,189665292.71,16112002.97,173553289.72,281906.96,13299.84,268607.12,289778.75,13299.83984375,276478.90625,9404771.0,443327.84375,8961443.0,529.0,17778.390625,838.049987792969,16940.349609375,10754719.89,743993.5,10010726.39,0.0,37162.0,0.0136000001803041,317658619.62,69701144.91,247957474.72,332620.2,23010.11,309610.09,332620.1875,23010.109375,309610.09375,11087340.0,767003.625,10320336.0,507.0,21868.51953125,1512.82995605469,20355.689453125,12771742.3,2064228.48,10707513.82,305656.1,37529.0,0.0130000002682209,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,4701347.0,702083.1875,3999263.5,17473090.0,2766311.75,14706777.0,488,35805.51171875,5668.669921875,30136.83984375,2024,48.2,64.6,56.9,25150.81,22477.63,2673.18,56.6,1.0,,30315,School_FESR_FY24_for_Display.csv
6443069,644,DeKalb County,3069,Toney Elementary School,3631918.29,219678.42,3412239.87,308713.2,92113.0,0.0031999999191612,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,993447.5625,88147.5078125,905300.0625,4625366.0,307825.9375,4317540.0,296.0,15626.240234375,1039.94995117188,14586.2802734375,3563415.91,273770.74,3289645.17,331065.32,84984.0,0.0027999999001622,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,1163904.625,186402.546875,977502.0625,4727320.5,460173.28125,4267147.0,239.0,19779.580078125,1925.41003417969,17854.169921875,3998321.14,258077.1,3740244.04,338630.44,83863.0,0.0024000001139938,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,1140380.125,248393.609375,891986.5625,5138701.5,506470.71875,4632230.5,205,25066.83984375,2470.59008789063,22596.25,2024,63.9,69.5,58.1,20157.55,18345.57,1811.98,63.8,1.5,,30032,School_FESR_FY24_for_Display.csv
6444069,644,DeKalb County,4069,Towers High School,7715374.33,536588.45,7178785.88,347010.34,92113.0,0.0091000003740191,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,2877928.5,250877.921875,2627050.5,10593303.0,787466.375,9805836.0,842.0,12581.1201171875,935.22998046875,11645.8896484375,7210775.25,559854.07,6650921.18,483032.16,84984.0,0.0089999996125698,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,3771236.25,599237.0,3171999.25,10982011.0,1159091.125,9822920.0,764.0,14374.3603515625,1517.14001464844,12857.23046875,8611090.25,896416.14,7714674.11,457027.73,83863.0,0.0092000002041459,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,4371457.5,952175.4375,3419281.75,12982548.0,1848591.625,11133956.0,769,16882.380859375,2403.88989257813,14478.490234375,2024,48.2,49.1,65.8,14612.62,12993.87,1618.75,54.4,1.0,,30032,School_FESR_FY24_for_Display.csv
660691,660,Fulton County,691,Tri-Cities High School,15599316.17,353606.49,15245709.68,1216463.6,87514.0,0.0172000005841255,166976381.8,13164729.4,153811652.4,0.0,0.0,0.0,3583509.0,317822.8125,3265686.5,19182826.0,671429.375,18511396.0,1509.0,12712.2802734375,444.950012207031,12267.330078125,18180381.56,2009002.17,16171379.39,3427628.09,83128.0,0.0177999995648861,223313189.37,56634970.96,166678218.41,0.0,0.0,0.0,4916656.5,1160652.875,3756003.5,23097038.0,3169655.0,19927384.0,1483.0,15574.5400390625,2137.330078125,13437.2099609375,23724478.68,2637200.11,21087278.57,3457342.03,81997.0,0.0216000005602837,304578707.36,70978604.54,233600102.84,0.0,0.0,0.0,6578900.0,1533137.875,5045762.5,30303378.0,4170338.0,26133042.0,1774,17081.94921875,2350.81005859375,14731.1396484375,2024,66.8,61.0,62.6,15122.92,13478.56,1644.36,63.5,1.5,,30344,School_FESR_FY24_for_Display.csv
7611416,761,Atlanta Public Schools,1416,Tuskegee Airman Global Academy,6610789.82,380980.4,6229809.42,24367240.32,40154.0,0.0154999997466803,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2949070.5,249736.046875,2699334.5,9559861.0,630716.4375,8929144.0,624.0,15320.2900390625,1010.76000976563,14309.5302734375,7245705.14,533177.13,6712528.01,122389.82,37162.0,0.0135000003501773,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,4288391.5,940965.5,3347426.0,11534097.0,1474142.625,10059954.0,500.0,23068.189453125,2948.2900390625,20119.91015625,8484644.95,980960.5,7503684.45,228631.88,37529.0,0.0119000002741814,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,4303540.5,642676.1875,3660864.5,12788185.0,1623636.75,11164549.0,446,28673.060546875,3640.43994140625,25032.619140625,2024,73.8,66.1,72.7,22353.85,19820.69,2533.16,70.9,2.0,,30311,School_FESR_FY24_for_Display.csv
7611424,761,Atlanta Public Schools,1424,Virginia-Highland Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6378560.24,229572.39,6148987.85,2949898.13,37529.0,0.0142000000923872,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,5135317.0,766890.875,4368426.5,11513877.0,996463.25,10517414.0,533,21602.01953125,1869.5400390625,19732.48046875,2024,98.5,,,,,,,,This school is missing one or more years of PPE or Single Score data,30306,School_FESR_FY24_for_Display.csv
644309,644,DeKalb County,309,Wadsworth Magnet School for High Achievers,2363867.79,57723.09,2306144.7,104753.85,92113.0,0.0012000000569969,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,373288.59375,33069.94140625,340218.625,2737156.25,90793.03125,2646363.25,113.0,24222.619140625,803.47998046875,23419.140625,2213027.53,50910.3,2162117.23,142008.75,84984.0,0.0023000000510364,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,960740.6875,153129.734375,807610.9375,3173768.0,204040.03125,2969728.25,196.0,16192.6904296875,1041.02001953125,15151.669921875,2591067.77,128404.37,2462663.4,209650.16,83863.0,0.0031999999191612,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,1520506.75,331191.4375,1189315.375,4111574.5,459595.8125,3651978.75,265,15515.3798828125,1734.31994628906,13781.0498046875,2024,98.1,96.3,98.3,18643.56,17450.62,1192.94,97.6,3.0,,30032,School_FESR_FY24_for_Display.csv
7611208,761,Atlanta Public Schools,1208,Wesley International Academy Charter,10768441.46,53575.41,10714866.05,3747800.14,40154.0,0.0198999997228384,189665292.71,16112002.97,173553289.72,333044.58,1656.97,331387.61,341161.09375,1656.96997070313,339504.125,11109602.0,55232.37890625,11054370.0,799.0,13904.3798828125,69.129997253418,13835.259765625,15902283.9,2889882.9,13012401.0,6566774.72,37162.0,0.0201999992132187,317658619.62,69701144.91,247957474.72,491823.21,89377.82,402445.39,491823.21875,89377.8203125,402445.375,16394107.0,2979260.75,13414846.0,752.0,21800.669921875,3961.78002929688,17838.890625,17127376.78,2083292.09,15044084.69,9811515.9,37529.0,0.0204000007361174,361642054.67,54006398.81,307635655.84,529712.68,64431.71,465280.97,529712.6875,64431.7109375,465280.96875,17657090.0,2147723.75,15509366.0,766,23051.029296875,2803.82006835938,20247.2109375,2024,70.2,65.8,70.5,19585.36,17307.12,2278.24,68.8,1.5,,30312,School_FESR_FY24_for_Display.csv
7612569,761,Atlanta Public Schools,2569,West Manor Elementary School,3763042.83,176325.21,3586717.62,12682.14,40154.0,0.0068999999202787,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1312809.875,111172.8203125,1201637.0,5075853.0,287498.03125,4788354.5,278.0,18258.4609375,1034.17004394531,17224.30078125,4099952.32,358994.51,3740957.81,24172.26,37162.0,0.0066999997943639,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2128312.75,466997.65625,1661315.0,6228265.0,825992.1875,5402273.0,248.0,25113.970703125,3330.61010742188,21783.359375,4859412.01,447313.15,4412098.86,71090.2,37529.0,0.0063000000081956,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,2278345.0,340240.3125,1938104.625,7137757.0,787553.4375,6350203.5,238,29990.580078125,3309.05004882813,26681.529296875,2024,68.5,74.6,78.0,24454.34,21896.4,2557.94,73.7,2.0,,30311,School_FESR_FY24_for_Display.csv
773115,773,Decatur City,115,Westchester Elementary School,3116594.75,59775.54,3056819.21,136250.25,5540.0,0.0522000007331371,11868970.56,280537.78,11588432.78,0.0,0.0,0.0,619560.25,14644.072265625,604916.1875,3736155.0,74419.609375,3661735.5,289.0,12927.8701171875,257.510009765625,12670.3701171875,3333195.62,13456.25,3319739.37,260150.19,5484.0,0.0300999991595745,18667512.49,910976.23,17756536.26,0.0,0.0,0.0,561892.125,27420.3828125,534471.75,3895087.75,40876.6328125,3854211.0,165.0,23606.58984375,247.740005493164,23358.859375,3410225.28,20856.46,3389368.82,253777.1,5356.0,0.0275999996811152,21825552.03,801278.21,21024273.82,0.0,0.0,0.0,602385.25,22115.279296875,580269.9375,4012610.5,42971.73828125,3969638.75,148,27112.23046875,290.350006103516,26821.880859375,2024,98.0,99.1,97.7,21215.56,20950.37,265.2,98.3,3.0,,30030,School_FESR_FY24_for_Display.csv
6605069,660,Fulton County,5069,Westlake High School,17281618.21,263747.05,17017871.16,1460515.64,87514.0,0.023700000718236,166976381.8,13164729.4,153811652.4,0.0,0.0,0.0,4935319.0,437619.09375,4497700.0,22216936.0,701366.125,21515572.0,2073.0,10717.2900390625,338.329986572266,10378.9501953125,22552088.44,877006.01,21675082.43,3716894.5,83128.0,0.0296000000089407,223313189.37,56634970.96,166678218.41,0.0,0.0,0.0,8171109.0,1929282.875,6241826.0,30723196.0,2806289.0,27916908.0,2461.0,12484.0302734375,1140.30004882813,11343.73046875,24626248.09,1031552.92,23594695.17,3600049.65,81997.0,0.0263000000268221,304578707.36,70978604.54,233600102.84,0.0,0.0,0.0,8010420.0,1866737.25,6143682.5,32636668.0,2898290.25,29738378.0,2156,15137.599609375,1344.2900390625,13793.3095703125,2024,82.5,81.2,84.5,12779.64,11838.66,940.97,82.7,3.5,,30331,School_FESR_FY24_for_Display.csv
761314,761,Atlanta Public Schools,314,Westside Atlanta Charter School,4291275.54,4359.47,4286916.07,1578644.45,40154.0,0.0076999999582767,189665292.71,16112002.97,173553289.72,132719.86,134.83,132585.03,136349.84375,134.830001831055,136215.015625,4427625.5,4494.2998046875,4423131.0,311.0,14236.740234375,14.4499998092651,14222.2900390625,7204854.51,892523.73,6312330.78,2948192.4,37162.0,0.0093000000342726,317658619.62,69701144.91,247957474.72,222830.55,27603.83,195226.73,222830.546875,27603.830078125,195226.734375,7427685.0,920127.5625,6507557.5,346.0,21467.30078125,2659.330078125,18807.970703125,7955567.42,928101.81,7027465.61,3567686.73,37529.0,0.0092000002041459,361642054.67,54006398.81,307635655.84,246048.48,28704.18,217344.3,246048.484375,28704.1796875,217344.296875,8201616.0,956806.0,7244810.0,347,23635.779296875,2757.3701171875,20878.41015625,2024,78.1,80.8,79.7,19779.94,17969.56,1810.38,79.5,2.0,,30318,School_FESR_FY24_for_Display.csv
7613566,761,Atlanta Public Schools,3566,William J. Scott Elementary School,5343281.08,614425.17,4728855.91,2478327.44,40154.0,0.0089999996125698,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1712371.25,145008.015625,1567363.25,7055652.5,759433.1875,6296219.5,363.0,19437.060546875,2092.10009765625,17344.9609375,6360394.32,906903.67,5453490.65,340253.11,37162.0,0.0071999998763203,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2287142.0,501848.25,1785293.75,8647536.0,1408751.875,7238784.5,269.0,32146.970703125,5237.0,26909.98046875,7444745.17,1211570.64,6233174.53,704761.14,37529.0,0.0077999997884035,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,2820808.0,421249.90625,2399558.0,10265553.0,1632820.5,8632733.0,294,34916.8515625,5553.81005859375,29363.0390625,2024,61.0,67.2,51.6,28833.63,24539.33,4294.3,59.9,1.0,,30318,School_FESR_FY24_for_Display.csv
7611053,761,Atlanta Public Schools,1053,William M.Boyd Elementary School,6089256.37,357747.87,5731508.5,714012.55,40154.0,0.0109000001102686,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2073836.75,175620.828125,1898215.875,8163093.0,533368.6875,7629724.5,436.0,18722.689453125,1223.31994628906,17499.369140625,7211541.22,855784.34,6355756.87999999,296269.18,37162.0,0.0125000001862645,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,3970732.75,871264.3125,3099468.5,11182274.0,1727048.625,9455225.0,463.0,24151.779296875,3730.1298828125,20421.650390625,8537741.73,1137461.54,7400280.19,367487.5,37529.0,0.0107000004500151,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,3869570.25,577868.5,3291701.75,12407312.0,1715330.0,10691982.0,400,31018.279296875,4288.330078125,26729.9609375,2024,70.7,63.3,43.7,24630.92,21550.33,3080.59,59.2,1.0,,30318,School_FESR_FY24_for_Display.csv
7613067,761,Atlanta Public Schools,3067,Willis A. Sutton Middle School,12488990.77,0.0,12488990.77,-736753.6,40154.0,0.0401999987661839,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,7624544.5,647702.5,6976842.0,20113536.0,647702.5,19465832.0,1614.0,12461.919921875,401.299987792969,12060.6103515625,15068357.54,391107.48,14677250.06,176801.52,37162.0,0.0417000018060207,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,13246365.0,2906537.75,10339827.0,28314722.0,3297645.25,25017078.0,1548.0,18291.16015625,2130.26000976563,16160.900390625,17708354.86,564729.25,17143625.61,828955.43,37529.0,0.0414000004529953,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,14971981.0,2235865.0,12736116.0,32680336.0,2800594.25,29879742.0,1555,21016.2890625,1801.03002929688,19215.26953125,2024,82.4,75.3,85.2,17256.46,15812.26,1444.2,81.0,2.5,,30305,School_FESR_FY24_for_Display.csv
773405,773,Decatur City,405,Winnona Park Elementary School,4405512.49,18335.8,4387176.69,176146.92,5540.0,0.0822999998927116,11868970.56,280537.78,11588432.78,0.0,0.0,0.0,976816.25,23088.259765625,953728.0,5382328.5,41424.05859375,5340904.5,456.0,11803.349609375,90.8399963378906,11712.509765625,4578997.0,43846.14,4535150.86,415190.14,5484.0,0.0500999987125397,18667512.49,910976.23,17756536.26,0.0,0.0,0.0,935242.375,45639.90625,889602.4375,5514239.5,89486.046875,5424753.5,275.0,20051.779296875,325.399993896484,19726.380859375,4785814.85,20443.34,4765371.51,351385.35,5356.0,0.0463000014424324,21825552.03,801278.21,21024273.82,0.0,0.0,0.0,1010523.0625,37099.18359375,973423.9375,5796338.0,57542.5234375,5738795.5,248,23372.330078125,232.029998779297,23140.30078125,2024,99.2,98.8,94.0,18409.15,18193.06,216.09,97.3,3.0,,30030,School_FESR_FY24_for_Display.csv
675308,675,Henry County,308,Woodland Middle School,4955143.96,0.0,4955143.96,805136.69,42238.0,0.0189999993890524,88526083.4599999,11500497.09,77025586.3699999,0.0,0.0,0.0,1681995.5,218509.4375,1463486.125,6637139.5,218509.4375,6418630.0,803.0,8265.4296875,272.119995117188,7993.31005859375,5286283.79,17903.69,5268380.1,813529.87,43028.0,0.0164000000804663,141263894.63,35079057.05,106184837.58,0.0,0.0,0.0,2316728.0,575296.5625,1741431.375,7603012.0,593200.25,7009811.5,705.0,10784.41015625,841.419982910156,9943.0,6282144.68,14154.2,6267990.48,864666.28,42843.0,0.0167999994009733,172003729.99,37377052.55,134626677.44,0.0,0.0,0.0,2889662.5,627934.4375,2261728.0,9171807.0,642088.625,8529718.0,718,12774.099609375,894.27001953125,11879.830078125,2024,74.5,66.9,80.0,10607.98,9938.71,669.27,73.8,4.0,,30344,School_FESR_FY24_for_Display.csv
7611415,761,Atlanta Public Schools,1415,Woodson Park Academy School,5998268.74,395579.48,5602689.26,250455.69,40154.0,0.013399999588728,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2549509.0,215900.828125,2333608.25,8547777.0,611480.3125,7936297.5,539.0,15858.580078125,1134.46997070313,14724.1103515625,19365309.19,1810932.57,17554376.62,12371.0,37162.0,0.023199999704957,317658619.62,69701144.91,247957474.72,598927.09,56008.22,542918.86,598927.0625,56008.21875,542918.875,19964236.0,1866940.75,18097296.0,863.0,23133.529296875,2163.31005859375,20970.2109375,19647460.73,713531.21,18933929.52,384550.06,37529.0,0.0233999993652105,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,8462424.0,1263749.75,7198674.0,28109884.0,1977281.0,26132604.0,877,32052.3203125,2254.60009765625,29797.720703125,2024,59.3,63.2,51.8,23681.48,21830.68,1850.79,58.1,1.0,,30318,School_FESR_FY24_for_Display.csv
