sys_sch,systemid,systemname,schoolid,schoolname,amount_19,Federal_Amt_19,State_Local_Amt_19,excluded_19,dist_enroll_19,weight_19,centralcost_19,central_fed_amt_19,central_state_amt_19,Charter_Dist_Allocation_19,Charter_Fed_Dist_Allocation_19,Charter_State_Dist_Allocation_19,total_weighted_cc_19,total_weighted_cc_fed_19,total_weighted_cc_state_19,school_with_cc_19,school_with_cc_fed_19,school_with_cc_state_19,k12_enrollment_19,school_ppe_19,school_ppe_fed_19,school_ppe_sl_19,amount_23,Federal_Amt_23,State_Local_Amt_23,excluded_23,dist_enroll_23,weight_23,centralcost_23,central_fed_amt_23,central_state_amt_23,Charter_Dist_Allocation_23,Charter_Fed_Dist_Allocation_23,Charter_State_Dist_Allocation_23,total_weighted_cc_23,total_weighted_cc_fed_23,total_weighted_cc_state_23,school_with_cc_23,school_with_cc_fed_23,school_with_cc_state_23,k12_enrollment_23,school_ppe_23,school_ppe_fed_23,school_ppe_sl_23,amount_24,Federal_Amt_24,State_Local_Amt_24,excluded_24,dist_enroll_24,weight_24,centralcost_24,central_fed_amt_24,central_state_amt_24,Charter_Dist_Allocation_24,Charter_Fed_Dist_Allocation_24,Charter_State_Dist_Allocation_24,total_weighted_cc_24,total_weighted_cc_fed_24,total_weighted_cc_state_24,school_with_cc_24,school_with_cc_fed_24,school_with_cc_state_24,k12_enrollment_24,school_ppe_24,school_ppe_fed_24,school_ppe_sl_24,schoolyear,single_score_24,single_score_23,singlescore_19,PPE_Avg,State_Local_Exp_PPE_Avg,Federal_Exp_PPE_Avg,SS_Avg,FESR,note,Location ZIP [Public School] 2023-24,source_file
6311050,631,Clayton County,1050,Anderson Elementary School,3794189.94,169085.53,3625104.41,466335.38,53854.0,0.0098999999463558,88519725.58,13159673.88,75360051.7,0.0,0.0,0.0,876345.25,130280.7734375,746064.5,4670535.0,299366.3125,4371169.0,534.0,8746.3203125,560.609985351563,8185.7099609375,4668159.45,368414.33,4299745.12,669240.57,50244.0,0.0094999996945262,229432167.78,80195590.3499999,149236577.43,0.0,0.0,0.0,2179605.5,761858.0625,1417747.5,6847765.0,1130272.375,5717492.5,477.0,14355.900390625,2369.5400390625,11986.3603515625,4970962.75,394397.62,4576565.13,831635.64,48658.0,0.0093000000342726,246082137.86,94488351.9699999,151593785.89,0.0,0.0,0.0,2288564.0,878741.6875,1409822.25,7259527.0,1273139.25,5986387.5,452,16060.900390625,2816.67993164063,13244.2197265625,2024,67.3,62.3,64.4,13054.37,11138.76,1915.61,64.7,2.0,,30288,School_FESR_FY24_for_Display.csv
6605060,660,Fulton County,5060,Asa Hilliard Elementary School,6822381.4,430997.0,6391384.4,731177.63,87514.0,0.0060999998822808,166976381.8,13164729.4,153811652.4,0.0,0.0,0.0,1018555.9375,80304.8515625,938251.0625,7840937.5,511301.84375,7329635.5,537.0,14601.3701171875,952.140014648438,13649.23046875,6890315.95,1028757.09,5861558.86,1452711.89,83128.0,0.0052000000141561,223313189.37,56634970.96,166678218.41,0.0,0.0,0.0,1161228.625,294501.84375,866726.75,8051544.5,1323258.875,6728285.5,430.0,18724.51953125,3077.35009765625,15647.1796875,7493050.7,871074.07,6621976.63,1283976.91,81997.0,0.0048000002279877,304578707.36,70978604.54,233600102.84,0.0,0.0,0.0,1461977.875,340697.3125,1121280.5,8955029.0,1211771.375,7743257.0,391,22902.890625,3099.15991210938,19803.73046875,2024,70.0,62.3,65.6,18742.93,16366.71,2376.22,66.0,1.5,,30344,School_FESR_FY24_for_Display.csv
6443050,644,DeKalb County,3050,Ashford Park Elementary School,3825159.18,638238.58,3186920.6,420480.71,92113.0,0.0065999999642372,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,2048965.625,181804.234375,1867161.375,5874125.0,820042.8125,5054082.0,609.0,9645.5302734375,1346.5400390625,8298.990234375,6072138.87,448695.78,5623443.09,295151.78,84984.0,0.0078999996185302,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,3283873.75,525921.4375,2757952.25,9356013.0,974617.1875,8381395.5,675.0,13860.759765625,1443.88000488281,12416.8798828125,6676573.6,675720.32,6000853.28,415206.6,83863.0,0.0083999997004866,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,3991330.25,869377.5625,3121952.75,10667904.0,1545097.875,9122806.0,703,15174.830078125,2197.86010742188,12976.9599609375,2024,95.2,94.8,76.6,12893.71,11230.94,1662.76,88.9,3.5,,30319,School_FESR_FY24_for_Display.csv
761415,761,Atlanta Public Schools,415,Atlanta Classical Academy,6626703.16,55352.01,6571351.15,14280083.7,40154.0,0.0165999997407198,189665292.71,16112002.97,173553289.72,204949.58,1711.92,203237.66,235096.109375,1711.92004394531,233384.1875,6861799.0,57063.9296875,6804735.5,667.0,10287.5498046875,85.5500030517578,10202.0,47878889.63,3524548.13,44354341.5,36217628.67,37162.0,0.0182000007480383,317658619.62,69701144.91,247957474.72,1480790.4,109006.64,1371783.76,1592596.0,118605.71875,1473990.25,49471484.0,3643153.75,45828332.0,678.0,72966.7890625,5373.3798828125,67593.40625,13279001.23,1531660.06,11747341.17,20797272.15,37529.0,0.0181000009179115,361642054.67,54006398.81,307635655.84,410690.76,47370.93,363319.83,410690.75,47370.9296875,363319.84375,13689692.0,1579031.0,12110661.0,681,20102.33984375,2318.68994140625,17783.640625,2024,81.6,93.9,82.3,34452.23,31859.68,2592.54,85.9,2.5,,30305,School_FESR_FY24_for_Display.csv
7830410410,7830410,State Charter Schools,410,Atlanta Heights Charter Commission School,8044878.87,659710.31,7385168.56,499279.28,,,,,,0.0,0.0,0.0,,,,8044879.0,659710.3125,7385168.5,759.0,10599.3095703125,869.179992675781,9730.1298828125,10109293.16,1732292.69,8377000.47,1863652.45,,,,,,0.0,0.0,0.0,,,,10109293.0,1732292.75,8377000.5,681.0,14844.7802734375,2543.75,12301.0302734375,12108730.91,2699585.66,9409145.25,888566.12,,,,,,0.0,0.0,0.0,,,,12108731.0,2699585.75,9409145.0,765,15828.41015625,3528.8701171875,12299.5400390625,2024,53.3,71.2,64.1,13757.5,11443.57,2313.93,62.9,2.0,,30331,School_FESR_FY24_for_Display.csv
761505,761,Atlanta Public Schools,505,Atlanta Neighborhood Charter - Elementary,6681855.11,0.0,6681855.11,2622571.36,40154.0,0.0098999999463558,189665292.71,16112002.97,173553289.72,206655.31,0.0,206655.31,212528.546875,159508.828125,212528.546875,6894383.5,159508.828125,6894383.5,396.0,17410.060546875,402.799987792969,17410.060546875,9470538.09,878855.44,8591682.65,0.0,37162.0,0.0105999996885657,317658619.62,69701144.91,247957474.72,292903.24,27181.1,265722.14,292903.25,27181.099609375,265722.125,9763441.0,906036.5625,8857405.0,394.0,24780.310546875,2299.59008789063,22480.720703125,8860340.5,613415.77,8246924.73,6165079.42,37529.0,0.010499999858439,361642054.67,54006398.81,307635655.84,274031.15,18971.62,255059.53,274031.15625,18971.619140625,255059.53125,9134372.0,632387.375,8501984.0,394,23183.689453125,1605.0400390625,21578.640625,2024,87.9,77.6,84.2,21791.35,20489.81,1435.81,83.2,2.5,,30315,School_FESR_FY24_for_Display.csv
761206,761,Atlanta Public Schools,206,Atlanta Neighborhood Charter - Middle,4453042.69,0.0,4453042.69,1772428.85,40154.0,0.0057999999262392,189665292.71,16112002.97,173553289.72,137722.97,0.0,137722.97,137722.96875,93449.6171875,137722.96875,4590765.5,93449.6171875,4590765.5,232.0,19787.779296875,402.799987792969,19787.779296875,5463209.54,484541.0,4978668.54,0.0,37162.0,0.0062000001780688,317658619.62,69701144.91,247957474.72,168965.24,14985.8,153979.44,168965.234375,14985.7998046875,153979.4375,5632175.0,499526.8125,5132648.0,231.0,24381.7109375,2162.44995117188,22219.259765625,5642649.16,539346.42,5103302.74,4221127.69,37529.0,0.0062000001780688,361642054.67,54006398.81,307635655.84,174514.92,16680.82,157834.11,174514.921875,16680.8203125,157834.109375,5817164.0,556027.25,5261137.0,234,24859.6796875,2376.17993164063,22483.490234375,2024,87.1,82.1,78.2,23009.72,21496.84,1647.14,82.5,2.5,,30316,School_FESR_FY24_for_Display.csv
7830627627,7830627,State Charter Schools,627,Atlanta SMART Academy,,,,,,,,,,,,,,,,,,,,,,,3519428.88,888727.51,2630701.37,3204776.8,,,,,,0.0,0.0,0.0,,,,3519429.0,888727.5,2630701.25,209.0,16839.369140625,4252.27978515625,12587.08984375,4057036.82,398846.92,3658189.9,2376099.11,,,,,,0.0,0.0,0.0,,,,4057036.75,398846.90625,3658190.0,213,19047.119140625,1872.52001953125,17174.599609375,2024,75.4,69.1,,,,,,,This school is missing one or more years of PPE or Single Score data,30311,School_FESR_FY24_for_Display.csv
7830632632,7830632,State Charter Schools,632,Atlanta Unbound Academy,,,,,,,,,,,,,,,,,,,,,,,5279774.27,1345949.37,3933824.9,1646794.99,,,,,,0.0,0.0,0.0,,,,5279774.5,1345949.375,3933825.0,241.0,21907.779296875,5584.85009765625,16322.9296875,6738103.22,361537.89,6376565.33,-1283497.62,,,,,,0.0,0.0,0.0,,,,6738103.0,361537.875,6376565.5,190,35463.69921875,1902.82995605469,33560.87109375,2024,48.2,73.4,,,,,,,This school is missing one or more years of PPE or Single Score data,30337,School_FESR_FY24_for_Display.csv
6445050,644,DeKalb County,5050,Avondale Elementary School,4719757.86,262083.0,4457674.86,407745.97,92113.0,0.0043999999761581,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,1365986.875,121202.8203125,1244784.0,6085744.5,383285.8125,5702458.5,405.0,15026.5302734375,946.380004882813,14080.1396484375,4641243.1,265303.95,4375939.15,2621708.44,84984.0,0.0043000001460313,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,1787425.125,286261.0625,1501164.0,6428668.0,551565.0,5877103.0,364.0,17661.1796875,1515.2900390625,16145.8896484375,5316242.16,379476.88,4936765.28,762124.74,83863.0,0.0049999998882412,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,2375792.0,517486.625,1858305.25,7692034.0,896963.5,6795070.5,423,18184.48046875,2120.47998046875,16064.0,2024,75.4,64.7,73.0,16957.4,15430.01,1527.38,71.0,2.0,,30002,School_FESR_FY24_for_Display.csv
7611411,761,Atlanta Public Schools,1411,B.E.S.T Academy,5834058.35,380343.11,5453715.24,103493.5,40154.0,0.0081000002101063,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1563675.0,130507.2265625,1433167.75,7397733.0,510850.34375,6886883.0,326.0,22692.4296875,1567.03002929688,21125.41015625,6094764.26,352515.9,5742248.36,58389.73,37162.0,0.0063999998383224,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2130277.0,454437.71875,1675839.125,8225041.5,806953.625,7418087.5,237.0,34704.8203125,3404.8701171875,31299.94921875,7444793.59,451618.16,6993175.43,61701.69,37529.0,0.0063000000081956,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,2278345.0,340240.3125,1938104.625,9723139.0,791858.5,8931280.0,237,41025.8984375,3341.17993164063,37684.73046875,2024,62.6,68.8,65.8,32807.72,30036.7,2771.03,65.7,1.5,,30318,School_FESR_FY24_for_Display.csv
7615066,761,Atlanta Public Schools,5066,Barack and Michelle Obama Academy,4728028.96,266570.3,4461458.66,283659.84,40154.0,0.0065999999642372,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1255747.125,106339.21875,1149408.0,5983776.5,372909.53125,5610867.0,265.0,22580.2890625,1407.2099609375,21173.080078125,5302580.47,859253.64,4443326.83,348742.64,37162.0,0.0063999998383224,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2033015.125,446087.3125,1586927.75,7335595.5,1305341.0,6030254.5,239.0,30692.869140625,5461.68017578125,25231.189453125,5568468.72,1005422.81,4563045.91,343679.85,37529.0,0.0065000001341104,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,2350673.5,351041.59375,1999631.75,7919142.0,1356464.375,6562677.5,245,32323.029296875,5536.58984375,26786.439453125,2024,76.1,71.7,50.2,28532.06,24396.9,4135.16,66.0,1.5,,30315,School_FESR_FY24_for_Display.csv
6441103,644,DeKalb County,1103,Barack H. Obama Elementary Magnet School of Technology,637932.03,373448.88,264483.15,13613.92,92113.0,0.0102000003680587,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,3166583.25,280970.1875,2885613.25,3804515.25,654419.0625,3150096.5,938.0,4055.98999023438,697.669982910156,3358.31005859375,7296836.64,555547.85,6741288.79,814951.13,84984.0,0.0103000001981854,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,4281506.5,685695.125,3595811.5,11578343.0,1241243.0,10337100.0,879.0,13172.1796875,1412.10998535156,11760.0703125,8482948.84,819530.89,7663417.95,846160.37,83863.0,0.0100999996066093,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,4799099.5,1045323.0,3753776.5,13282048.0,1864853.875,11417194.0,846,15699.8203125,2204.32006835938,13495.5,2024,76.1,64.2,61.4,10976.0,9537.96,1438.03,67.2,3.0,,30316,School_FESR_FY24_for_Display.csv
761604,761,Atlanta Public Schools,604,Bazoline E. Usher/Collier Heights Elementary School,5976199.57,281455.71,5694743.86,206480.93,40154.0,0.0098999999463558,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1883600.375,159508.828125,1724091.5,7859800.0,440964.53125,7418835.5,397.0,19797.98046875,1110.73999023438,18687.240234375,6749606.88,503091.46,6246515.42,313033.24,37162.0,0.0099999997764825,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,3176586.25,697011.4375,2479574.75,9926193.0,1200102.875,8726090.0,370.0,26827.55078125,3243.52001953125,23584.029296875,8120628.92,706046.12,7414582.8,481572.24,37529.0,0.0102000003680587,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,3688749.0,550865.3125,3137883.75,11809378.0,1256911.375,10552467.0,382,30914.599609375,3290.34008789063,27624.259765625,2024,69.1,64.2,65.8,25846.71,23298.51,2548.2,66.4,1.5,,30318,School_FESR_FY24_for_Display.csv
7731552,773,Decatur City,1552,Beacon Hill Middle School,10668388.42,158425.07,10509963.35,2033946.17,5540.0,0.241300001740456,11868970.56,280537.78,11588432.78,0.0,0.0,0.0,2863982.5,67693.765625,2796288.75,13532371.0,226118.828125,13306252.0,1337.0,10121.4404296875,169.119995117188,9952.3203125,13579962.39,250473.52,13329488.87,3190026.27,5484.0,0.241200000047684,18667512.49,910976.23,17756536.26,0.0,0.0,0.0,4502604.0,219727.46875,4282876.5,18082566.0,470201.0,17612366.0,1323.0,13667.849609375,355.410003662109,13312.4501953125,14736648.1,184772.39,14551875.71,2930349.31,5356.0,0.246800005435944,21825552.03,801278.21,21024273.82,0.0,0.0,0.0,5386546.5,197755.46875,5188791.0,20123194.0,382527.84375,19740666.0,1322,15221.7802734375,289.359985351563,14932.419921875,2024,94.3,91.0,77.7,13003.69,12732.4,271.3,87.7,3.0,,30030,School_FESR_FY24_for_Display.csv
7613051,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,4575506.75,386960.35,4188546.4,10363268.56,40154.0,0.0066999997943639,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1274754.5,107950.4140625,1166804.125,5850261.0,494910.75,5355350.5,270.0,21667.630859375,1833.0,19834.630859375,5165132.88,368057.3,4797075.58,232794.55,37162.0,0.0059000002220273,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,1874185.875,411236.78125,1462949.125,7039319.0,779294.0625,6260024.5,219.0,32143.009765625,3558.419921875,28584.58984375,6085630.25,431835.06,5653795.19,278678.91,37529.0,0.0062000001780688,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,2242180.75,334839.6875,1907341.125,8327811.0,766674.75,7561136.5,231,36051.12890625,3318.93994140625,32732.189453125,2024,70.8,86.0,65.6,29953.92,27050.47,2903.45,74.1,2.0,,30311,School_FESR_FY24_for_Display.csv
761182,761,Atlanta Public Schools,182,Benjamin E. Mays High School,14386184.03,1233024.66,13153159.37,215089.59,40154.0,0.0331999994814396,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,6488946.0,534918.5,5954028.0,20875130.0,1767943.125,19107186.0,1333.0,15660.259765625,1326.2900390625,14333.9697265625,15533338.53,1574262.93,13959075.6,1159488.32,37162.0,0.0359999984502792,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,12335609.0,2586501.75,9749107.0,27868946.0,4160764.75,23708182.0,1337.0,20844.390625,3112.02001953125,17732.369140625,18368018.94,1339705.9,17028313.04,797556.47,37529.0,0.0362999998033047,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,13127607.0,1960432.25,11167174.0,31495626.0,3300138.25,28195488.0,1363,23107.580078125,2421.22998046875,20686.349609375,2024,69.4,58.5,55.6,19870.74,17584.23,2286.51,61.2,1.5,,30331,School_FESR_FY24_for_Display.csv
7615051,761,Atlanta Public Schools,5051,Benteen Elementary School,4034699.98,304003.12,3730696.86,379073.87,40154.0,0.0068999999202787,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,1312809.875,111172.8203125,1201637.0,5347510.0,415175.9375,4932334.0,276.0,19375.0390625,1504.26000976563,17870.779296875,4622515.80999999,429405.87,4193109.94,9819003.65,37162.0,0.0063000000081956,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,2001249.25,439117.21875,1562132.125,6623765.0,868523.0625,5755242.0,233.0,28428.1796875,3727.57006835938,24700.609375,5833152.12,408321.96,5424830.16,2361636.14,37529.0,0.0071999998763203,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,2603822.75,388846.0625,2214976.75,8436975.0,797168.0,7639807.0,269,31364.220703125,2963.44995117188,28400.76953125,2024,68.4,69.3,61.2,26389.15,23657.39,2731.76,66.3,1.5,,30315,School_FESR_FY24_for_Display.csv
644475,644,DeKalb County,475,Bob Mathis Elementary School,5164162.09,241359.12,4922802.97,595162.61,92113.0,0.0041000000201165,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,1272852.0,112938.9921875,1159913.0,6437014.0,354298.125,6082716.0,377.0,17074.310546875,939.780029296875,16134.5302734375,5295746.2,254343.15,5041403.05,619885.38,84984.0,0.0040000001899898,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,1662721.0,266289.375,1396431.625,6958467.0,520632.53125,6437834.5,336.0,20709.720703125,1549.5,19160.220703125,5810562.44,381240.19,5429322.25,565885.69,83863.0,0.0038999998942017,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,1853117.625,403639.5625,1449478.125,7663680.0,784879.75,6878800.5,325,23580.55078125,2415.01000976563,21165.5390625,2024,79.6,75.6,77.3,20454.86,18820.1,1634.76,77.5,2.0,,30034,School_FESR_FY24_for_Display.csv
761303,761,Atlanta Public Schools,303,Bolton Academy Elementary,6099586.34,262906.8,5836679.54,576942.4,40154.0,0.013399999588728,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2549549.75,215900.828125,2333649.0,8649136.0,478807.625,8170328.5,540.0,16016.919921875,886.679992675781,15130.240234375,6020623.02,471871.25,5548751.77,479530.18,37162.0,0.0131999999284744,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,4193093.75,920055.125,3273038.75,10213717.0,1391926.375,8821791.0,491.0,20801.869140625,2834.8798828125,17966.990234375,7009189.99,375501.81,6633688.18,556378.06,37529.0,0.0131000000983477,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,4737511.0,707483.8125,4030027.0,11746701.0,1082985.625,10663715.0,491,23924.0390625,2205.669921875,21718.359375,2024,92.4,89.0,85.3,20247.61,18271.86,1975.74,88.9,2.5,,30318,School_FESR_FY24_for_Display.csv
761315,761,Atlanta Public Schools,315,Booker T. Washington High School,8598056.97,566576.42,8031480.55,144984.68,40154.0,0.0168999992311001,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,3303151.0,272292.84375,3030858.25,11901208.0,838869.25,11062339.0,679.0,17527.55078125,1235.44995117188,16292.099609375,10594783.69,1034373.85,9560409.84,2413991.15,37162.0,0.0223999992012978,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,7674581.0,1609301.0,6065279.5,18269364.0,2643675.0,15625690.0,831.0,21984.7890625,3181.32006835938,18803.48046875,13882502.51,1128217.18,12754285.33,870940.91,37529.0,0.0229000002145767,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,8281603.0,1236746.5,7044856.5,22164106.0,2364963.75,19799142.0,859,25802.220703125,2753.15991210938,23049.060546875,2024,54.8,54.2,54.1,21771.52,19381.55,2389.98,54.4,1.0,,30314,School_FESR_FY24_for_Display.csv
6444051,644,DeKalb County,4051,Briar Vista Elementary School,4765260.96,100132.15,4665128.81,411331.72,92113.0,0.0046999999321997,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,1459121.625,129466.6484375,1329654.875,6224382.5,229598.796875,5994783.5,431.0,14441.7197265625,532.710021972656,13909.009765625,4491480.62,127984.68,4363495.94,460666.66,84984.0,0.0046999999321997,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,1953697.125,312890.0,1640807.125,6445177.5,440874.6875,6004303.0,402.0,16032.7802734375,1096.69995117188,14936.080078125,5299507.4,261444.77,5038062.63,638767.57,83863.0,0.0049999998882412,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,2375792.0,517486.625,1858305.25,7675299.5,778931.375,6896368.0,422,18187.91015625,1845.81005859375,16342.099609375,2024,80.5,89.1,85.6,16220.8,15062.4,1158.41,85.1,2.5,,30324,School_FESR_FY24_for_Display.csv
6443051,644,DeKalb County,3051,Briarlake Elementary School,4718939.52,628503.64,4090435.88,301530.65,92113.0,0.0043000001460313,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,1334951.625,118448.21875,1216503.375,6053891.0,746951.875,5306939.0,396.0,15287.599609375,1886.23999023438,13401.3603515625,4428404.0,540592.26,3887811.74,474417.28,84984.0,0.0041999998502433,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,1745856.875,279603.8125,1466253.125,6174261.0,820196.0625,5354065.0,356.0,17343.4296875,2303.919921875,15039.509765625,4862426.29,696360.32,4166065.97,1575499.99,83863.0,0.0041999998502433,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,1995665.125,434688.78125,1560976.375,6858091.5,1131049.125,5727042.5,353,19428.01953125,3204.11010742188,16223.919921875,2024,86.3,89.9,88.6,17353.02,14888.26,2464.76,88.3,2.5,,30033,School_FESR_FY24_for_Display.csv
6602550,660,Fulton County,2550,Brookview Elementary School,4692139.47,1656.8,4690482.67,626972.89,87514.0,0.0052999998442828,166976381.8,13164729.4,153811652.4,0.0,0.0,0.0,884974.8125,69773.0625,815201.75,5577114.5,71429.859375,5505684.5,460.0,12124.16015625,155.279998779297,11968.8798828125,5003743.03,525110.45,4478632.58,1640693.27,83128.0,0.0044999998062849,223313189.37,56634970.96,166678218.41,0.0,0.0,0.0,1004909.3125,254857.359375,750051.9375,6008652.5,779967.8125,5228684.5,372.0,16152.2900390625,2096.68994140625,14055.599609375,5889756.13,505153.2,5384602.93,744467.79,81997.0,0.0048000002279877,304578707.36,70978604.54,233600102.84,0.0,0.0,0.0,1461977.875,340697.3125,1121280.5,7351734.0,845850.5,6505883.5,391,18802.390625,2163.30004882813,16639.08984375,2024,74.6,69.1,67.4,15692.95,14221.19,1471.76,70.4,2.0,,30344,School_FESR_FY24_for_Display.csv
761305,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,5644125.11,262537.33,5381587.78,528532.89,40154.0,0.0115000000223517,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2188002.75,185288.03125,2002715.0,7832128.0,447825.375,7384302.5,462.0,16952.66015625,969.320007324219,15983.33984375,6272519.18,519207.37,5753311.81,188976.32,37162.0,0.0131000000983477,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,4161328.0,913085.0,3248243.0,10433847.0,1432292.375,9001555.0,486.0,21468.8203125,2947.10009765625,18521.720703125,7566011.89,415484.58,7150527.31,223821.25,37529.0,0.0148000000044703,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,5352302.5,799294.6875,4553007.5,12918314.0,1214779.25,11703535.0,555,23276.240234375,2188.7900390625,21087.44921875,2024,83.1,88.7,79.0,20565.91,18530.84,2035.07,83.6,2.5,,30316,School_FESR_FY24_for_Display.csv
7065052,706,Muscogee County,5052,Carver High School,6884586.83,563669.57,6320917.26,958629.6,30756.0,0.0310999993234873,74099076.16,6907776.18,67191299.98,0.0,0.0,0.0,2304481.25,214831.828125,2089649.375,9189068.0,778501.375,8410567.0,956.0,9612.0,814.330017089844,8797.66015625,6721245.89,650350.32,6070895.57,812943.07,28692.0,0.0318999998271465,108295370.91,37233289.55,71062081.3600001,0.0,0.0,0.0,3454622.25,1187741.875,2266880.5,10175868.0,1838092.25,8337776.0,916.0,11109.0302734375,2006.65002441406,9102.3798828125,7141184.17,719382.81,6421801.36,995918.54,28492.0,0.031700000166893,124811001.58,45670225.81,79140775.77,0.0,0.0,0.0,3956508.75,1447746.125,2508762.5,11097693.0,2167129.0,8930564.0,903,12289.7998046875,2399.919921875,9889.8798828125,2024,63.1,65.9,72.4,11003.61,9263.31,1740.3,67.1,3.0,,30315,School_FESR_FY24_for_Display.csv
761106,761,Atlanta Public Schools,106,Carver High School Early College,5846747.96,288541.27,5558206.69,60945.83,40154.0,0.0116999996826053,189665292.71,16112002.97,173553289.72,0.0,0.0,0.0,2286482.25,188510.421875,2097971.75,8133230.0,477051.6875,7656178.5,468.0,17378.69921875,1019.34002685547,16359.3603515625,7428514.03,673208.41,6755305.62,56931.01,37162.0,0.0154999997466803,317658619.62,69701144.91,247957474.72,0.0,0.0,0.0,5310937.5,1113613.375,4197324.5,12739452.0,1786821.75,10952630.0,575.0,22155.5703125,3107.52001953125,19048.05078125,8781699.03,797029.44,7984669.59,109354.14,37529.0,0.0140000004321337,361642054.67,54006398.81,307635655.84,0.0,0.0,0.0,5062989.0,756089.625,4306899.5,13844688.0,1553119.125,12291569.0,526,26320.69921875,2952.69995117188,23368.0,2024,66.5,55.7,74.5,21951.66,19591.8,2359.85,65.6,1.5,,30315,School_FESR_FY24_for_Display.csv
6442065,644,DeKalb County,2065,Cary Reynolds Elementary School,6334660.86,344083.41,5990577.45,684938.52,92113.0,0.0081000002101063,310061613.73,27546096.05,282515517.69,0.0,0.0,0.0,2514640.0,223123.390625,2291516.5,8849301.0,567206.8125,8282093.5,746.0,11862.330078125,760.330017089844,11102.0,3857798.68,152546.37,3705252.31,400047.53,84984.0,0.0031000000890344,415680236.8,66572340.14,349107896.65,0.0,0.0,0.0,1288608.75,206374.265625,1082234.5,5146407.5,358920.625,4787487.0,263.0,19568.08984375,1364.71997070313,18203.369140625,4101080.31,284819.0,3816261.31,451948.14,83863.0,0.0027999999001622,475158386.419999,103497330.34,371661056.08,0.0,0.0,0.0,1330443.375,289792.5,1040650.9375,5431523.5,574611.5,4856912.0,234,23211.640625,2455.60009765625,20756.0390625,2024,78.8,67.5,69.9,18214.02,16687.14,1526.88,72.1,2.0,,30319,School_FESR_FY24_for_Display.csv
